date,species,trap,addressnumberandstreet,latitude,longitude,nummosquitos,wnvpresent
2007-08-09,culex pipiens/restuans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,3,0
2007-08-09,culex pipiens/restuans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,50,0
2007-08-09,culex pipiens,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,36,0
2007-08-09,culex territans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,18,0
2007-08-09,culex pipiens/restuans,T215,"3800  e 115th st, chicago, il",41.686398,-87.531635,25,0
2007-08-09,culex pipiens,T215,"3800  e 115th st, chicago, il",41.686398,-87.531635,7,0
2007-08-09,culex salinarius,T215,"3800  e 115th st, chicago, il",41.686398,-87.531635,1,0
2007-08-09,culex territans,T215,"3800  e 115th st, chicago, il",41.686398,-87.531635,1,0
2007-08-15,culex pipiens/restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,41,1
2007-08-15,culex restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,3,0
2007-08-15,culex pipiens,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,16,0
2007-08-15,culex pipiens,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,16,0
2007-08-15,culex pipiens/restuans,T007,"6200  n mandell ave, chicago, il",41.994991,-87.769279,4,0
2007-08-15,culex pipiens/restuans,T015,"7900  w foster ave, chicago, il",41.974089,-87.824812,25,0
2007-08-15,culex restuans,T015,"7900  w foster ave, chicago, il",41.974089,-87.824812,2,0
2007-08-15,culex pipiens,T015,"7900  w foster ave, chicago, il",41.974089,-87.824812,11,1
2007-08-15,culex pipiens/restuans,T045,"1500  w webster ave, chicago, il",41.9216,-87.666455,17,0
2007-08-15,culex pipiens/restuans,T045,"1500  w webster ave, chicago, il",41.9216,-87.666455,42,1
2007-08-15,culex pipiens/restuans,T045,"1500  w webster ave, chicago, il",41.9216,-87.666455,49,0
2007-08-15,culex pipiens,T045,"1500  w webster ave, chicago, il",41.9216,-87.666455,50,0
2007-08-15,culex pipiens,T045,"1500  w webster ave, chicago, il",41.9216,-87.666455,17,0
2007-08-15,culex pipiens/restuans,T046,"2500  w grand ave, chicago, il",41.891118,-87.65449100000001,39,0
2007-08-15,culex pipiens,T046,"2500  w grand ave, chicago, il",41.891118,-87.65449100000001,31,0
2007-08-15,culex pipiens/restuans,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,7,0
2007-08-15,culex restuans,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,1,1
2007-08-15,culex pipiens,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,3,1
2007-08-15,culex pipiens/restuans,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,17,0
2007-08-15,culex restuans,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,1,1
2007-08-15,culex pipiens,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,7,0
2007-08-15,culex pipiens/restuans,T050,"2100  n stave st, chicago, il",41.919343,-87.694259,3,0
2007-08-15,culex pipiens,T050,"2100  n stave st, chicago, il",41.919343,-87.694259,2,0
2007-08-15,culex pipiens/restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,5,0
2007-08-15,culex pipiens,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,2,0
2007-08-15,culex pipiens/restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,15,0
2007-08-15,culex pipiens/restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,1,0
2007-08-15,culex pipiens/restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,40,0
2007-08-15,culex pipiens/restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,40,0
2007-08-15,culex pipiens/restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,50,0
2007-08-15,culex restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,1,1
2007-08-15,culex restuans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,5,0
2007-08-15,culex pipiens,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,30,0
2007-08-15,culex pipiens,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,29,0
2007-08-15,culex pipiens,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,45,0
2007-08-15,culex pipiens,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,34,0
2007-08-15,culex territans,T086,"2200  w 113th st, chicago, il",41.688324,-87.676709,1,0
2007-08-15,culex pipiens/restuans,T091,"1100  s peoria st, chicago, il",41.862292,-87.64886,3,0
2007-08-15,culex pipiens,T091,"1100  s peoria st, chicago, il",41.862292,-87.64886,9,0
2007-08-15,culex pipiens/restuans,T094,"1700  w 95th st, chicago, il",41.720848,-87.666014,13,0
2007-08-15,culex pipiens,T094,"1700  w 95th st, chicago, il",41.720848,-87.666014,13,0
2007-08-15,culex pipiens/restuans,T096,"2200  w 89th st, chicago, il",41.731922,-87.677512,12,0
2007-08-15,culex restuans,T096,"2200  w 89th st, chicago, il",41.731922,-87.677512,3,0
2007-08-15,culex pipiens,T096,"2200  w 89th st, chicago, il",41.731922,-87.677512,17,0
2007-08-15,culex pipiens/restuans,T129,"5300  n streeter dr, chicago, il",41.891126,-87.61156,9,0
2007-08-15,culex restuans,T129,"5300  n streeter dr, chicago, il",41.891126,-87.61156,1,0
2007-08-15,culex pipiens/restuans,T143,"6500  n oak park ave, chicago, il",41.999128999999996,-87.795585,25,1
2007-08-15,culex pipiens/restuans,T143,"6500  n oak park ave, chicago, il",41.999128999999996,-87.795585,42,1
2007-08-15,culex restuans,T143,"6500  n oak park ave, chicago, il",41.999128999999996,-87.795585,1,0
2007-08-15,culex pipiens,T143,"6500  n oak park ave, chicago, il",41.999128999999996,-87.795585,31,1
2007-08-15,culex pipiens/restuans,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,1,0
2007-08-15,culex pipiens,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,5,0
2007-08-15,culex pipiens/restuans,T153,"1500  n long ave, chicago, il",41.907645,-87.760886,3,0
2007-08-15,culex pipiens/restuans,T153,"1500  n long ave, chicago, il",41.907645,-87.760886,49,0
2007-08-15,culex pipiens,T153,"1500  n long ave, chicago, il",41.907645,-87.760886,20,0
2007-08-15,culex pipiens/restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,44,0
2007-08-15,culex restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,3,0
2007-08-15,culex pipiens,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,45,0
2007-08-15,culex pipiens,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,45,0
2007-08-15,culex pipiens/restuans,T009,"9100  w higgins ave, chicago, il",41.981964000000005,-87.812827,38,1
2007-08-15,culex pipiens,T009,"9100  w higgins ave, chicago, il",41.981964000000005,-87.812827,27,1
2007-08-15,culex pipiens/restuans,T011,"3600  n pittsburgh ave, chicago, il",41.944869,-87.832763,39,1
2007-08-15,culex pipiens,T011,"3600  n pittsburgh ave, chicago, il",41.944869,-87.832763,25,1
2007-08-15,culex pipiens/restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,49,1
2007-08-15,culex pipiens/restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,49,0
2007-08-15,culex pipiens,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,50,1
2007-08-15,culex pipiens,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,50,1
2007-08-15,culex pipiens,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,18,1
2007-08-15,culex pipiens/restuans,T019,"3800  n california ave, chicago, il",41.94983,-87.69845699999999,15,0
2007-08-15,culex pipiens,T019,"3800  n california ave, chicago, il",41.94983,-87.69845699999999,17,0
2007-08-15,culex pipiens/restuans,T025,"4900  w balmoral ave, chicago, il",41.979243,-87.750938,4,0
2007-08-15,culex pipiens,T025,"4900  w balmoral ave, chicago, il",41.979243,-87.750938,5,0
2007-08-15,culex pipiens/restuans,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,6,0
2007-08-15,culex pipiens,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,4,0
2007-08-15,culex pipiens/restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,1,0
2007-08-15,culex pipiens,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,1,0
2007-08-15,culex pipiens/restuans,T033,"1400  n humboldt dr, chicago, il",41.906638,-87.701431,50,0
2007-08-15,culex pipiens/restuans,T033,"1400  n humboldt dr, chicago, il",41.906638,-87.701431,7,0
2007-08-15,culex pipiens,T033,"1400  n humboldt dr, chicago, il",41.906638,-87.701431,14,1
2007-08-15,culex pipiens/restuans,T089,"1000  s vincennes, chicago, il",41.723195000000004,-87.64997,12,0
2007-08-15,culex pipiens,T089,"1000  s vincennes, chicago, il",41.723195000000004,-87.64997,16,0
2007-08-15,culex pipiens/restuans,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,5,0
2007-08-15,culex restuans,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,3,0
2007-08-15,culex pipiens,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,6,0
2007-08-15,culex pipiens/restuans,T092,"1100  s state st, chicago, il",41.869215999999994,-87.627561,3,0
2007-08-15,culex pipiens,T092,"1100  s state st, chicago, il",41.869215999999994,-87.627561,11,0
2007-08-15,culex pipiens/restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,31,0
2007-08-15,culex restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,9,0
2007-08-15,culex pipiens,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,50,0
2007-08-15,culex pipiens,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,50,0
2007-08-15,culex pipiens,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,42,0
2007-08-15,culex pipiens,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,11,0
2007-08-15,culex pipiens/restuans,T141,"5300  w agatite ave, chicago, il",41.961743,-87.76007,1,0
2007-08-15,culex pipiens,T141,"5300  w agatite ave, chicago, il",41.961743,-87.76007,2,0
2007-08-15,culex pipiens/restuans,T142,"4000  n austin ave, chicago, il",41.953067,-87.776792,11,0
2007-08-15,culex pipiens,T142,"4000  n austin ave, chicago, il",41.953067,-87.776792,9,1
2007-08-15,culex pipiens/restuans,T145,"4300  n ashland ave overpass, chicago, il",41.878114000000004,-87.629798,30,0
2007-08-15,culex pipiens,T145,"4300  n ashland ave overpass, chicago, il",41.878114000000004,-87.629798,25,1
2007-08-15,culex pipiens/restuans,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,2,0
2007-08-15,culex pipiens,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,1,0
2007-08-15,culex pipiens/restuans,T149,"1500  w granville ave, chicago, il",41.994469,-87.667736,1,0
2007-08-15,culex pipiens,T149,"1500  w granville ave, chicago, il",41.994469,-87.667736,1,0
2007-08-15,culex pipiens/restuans,T150,"1800  w farwell ave, chicago, il",42.006858,-87.675919,2,0
2007-08-15,culex pipiens/restuans,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,21,0
2007-08-15,culex pipiens/restuans,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,50,0
2007-08-15,culex restuans,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,5,0
2007-08-15,culex pipiens,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,36,0
2007-08-15,culex pipiens/restuans,T152,"2500  s millard ave, chicago, il",41.846075,-87.716277,7,0
2007-08-15,culex pipiens,T152,"2500  s millard ave, chicago, il",41.846075,-87.716277,2,0
2007-08-15,culex pipiens/restuans,T154,"2100  n lawler ave, chicago, il",41.918704999999996,-87.752329,37,0
2007-08-15,culex restuans,T154,"2100  n lawler ave, chicago, il",41.918704999999996,-87.752329,1,0
2007-08-15,culex pipiens,T154,"2100  n lawler ave, chicago, il",41.918704999999996,-87.752329,14,1
2007-08-15,culex pipiens/restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,39,0
2007-08-15,culex pipiens/restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,30,1
2007-08-15,culex restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,4,0
2007-08-15,culex pipiens,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,36,0
2007-08-15,culex pipiens,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,43,0
2007-08-15,culex pipiens/restuans,T162,"9300  s dr martin luther king jr dr, chicago, il",41.725516999999996,-87.61425799999999,6,0
2007-08-15,culex pipiens,T162,"9300  s dr martin luther king jr dr, chicago, il",41.725516999999996,-87.61425799999999,3,0
2007-08-15,culex pipiens/restuans,T218,"3700  n kedvale ave, chicago, il",41.948167,-87.730698,7,0
2007-08-15,culex pipiens,T218,"3700  n kedvale ave, chicago, il",41.948167,-87.730698,4,0
2007-08-15,culex pipiens/restuans,T220,"4500  n campbell ave, chicago, il",41.963976,-87.69181,3,0
2007-08-15,culex pipiens,T220,"4500  n campbell ave, chicago, il",41.963976,-87.69181,9,0
2007-08-15,culex pipiens/restuans,T001,"4000  n tripp ave, chicago, il",41.953705,-87.733974,5,0
2007-08-15,culex pipiens,T001,"4000  n tripp ave, chicago, il",41.953705,-87.733974,5,0
2007-08-15,culex pipiens/restuans,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,27,1
2007-08-15,culex restuans,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,2,0
2007-08-15,culex pipiens,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,6,0
2007-08-15,culex pipiens,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,49,1
2007-08-15,culex pipiens/restuans,T006,"6000  n avondale ave, chicago, il",41.990284,-87.797127,16,1
2007-08-15,culex pipiens,T006,"6000  n avondale ave, chicago, il",41.990284,-87.797127,20,1
2007-08-15,culex pipiens/restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,38,0
2007-08-15,culex pipiens,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,12,1
2007-08-15,culex pipiens/restuans,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,21,0
2007-08-15,culex pipiens,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,16,1
2007-08-15,culex pipiens/restuans,T034,"2700  s western ave, chicago, il",41.843810999999995,-87.686763,10,0
2007-08-15,culex pipiens,T034,"2700  s western ave, chicago, il",41.843810999999995,-87.686763,1,0
2007-08-15,culex territans,T034,"2700  s western ave, chicago, il",41.843810999999995,-87.686763,1,0
2007-08-15,culex pipiens/restuans,T037,"6800  w belden ave, chicago, il",41.921177,-87.79518,35,0
2007-08-15,culex pipiens,T037,"6800  w belden ave, chicago, il",41.921177,-87.79518,5,0
2007-08-15,culex pipiens/restuans,T043,"3000  w 18th st, chicago, il",41.857402,-87.694991,4,0
2007-08-15,culex pipiens,T043,"3000  w 18th st, chicago, il",41.857402,-87.694991,1,0
2007-08-15,culex pipiens/restuans,T047,"1100  s california, chicago, il",41.868142,-87.696269,7,0
2007-08-15,culex pipiens,T047,"1100  s california, chicago, il",41.868142,-87.696269,8,0
2007-08-15,culex pipiens/restuans,T051,"2500  s throop, chicago, il",41.846283,-87.656913,1,0
2007-08-15,culex pipiens,T051,"2500  s throop, chicago, il",41.846283,-87.656913,2,0
2007-08-15,culex pipiens/restuans,T085,"1000  w 95th st, chicago, il",41.721474,-87.648064,24,0
2007-08-15,culex pipiens,T085,"1000  w 95th st, chicago, il",41.721474,-87.648064,20,0
2007-08-15,culex pipiens/restuans,T088,"1000  s california ave, chicago, il",41.869107,-87.69629300000001,1,0
2007-08-15,culex restuans,T088,"1000  s california ave, chicago, il",41.869107,-87.69629300000001,1,0
2007-08-15,culex pipiens,T088,"1000  s california ave, chicago, il",41.869107,-87.69629300000001,4,0
2007-08-15,culex pipiens/restuans,T161,"9600  s hoyne ave, chicago, il",41.719059,-87.675088,6,0
2007-08-15,culex pipiens,T161,"9600  s hoyne ave, chicago, il",41.719059,-87.675088,4,0
2007-08-15,culex pipiens/restuans,T219,"1800  w leland ave, chicago, il",41.966986999999996,-87.674677,4,0
2007-08-15,culex pipiens,T219,"1800  w leland ave, chicago, il",41.966986999999996,-87.674677,4,0
2007-08-15,culex pipiens/restuans,T013,"6100  w fullerton ave, chicago, il",41.923738,-87.785288,50,0
2007-08-15,culex restuans,T013,"6100  w fullerton ave, chicago, il",41.923738,-87.785288,1,0
2007-08-15,culex pipiens,T013,"6100  w fullerton ave, chicago, il",41.923738,-87.785288,26,0
2007-08-15,culex territans,T013,"6100  w fullerton ave, chicago, il",41.923738,-87.785288,2,0
2007-08-15,culex pipiens/restuans,T014,"6400  w strong st, chicago, il",41.970248,-87.787992,49,0
2007-08-15,culex pipiens,T014,"6400  w strong st, chicago, il",41.970248,-87.787992,44,0
2007-08-15,culex pipiens/restuans,T018,"1200  w greenleaf ave, chicago, il",42.010412,-87.66214000000001,1,0
2007-08-15,culex pipiens,T018,"1200  w greenleaf ave, chicago, il",42.010412,-87.66214000000001,2,0
2007-08-15,culex pipiens/restuans,T030,"1000  n central park dr, chicago, il",41.899229999999996,-87.716788,2,0
2007-08-15,culex pipiens,T030,"1000  n central park dr, chicago, il",41.899229999999996,-87.716788,9,0
2007-08-15,culex pipiens/restuans,T084,"2000  e 111th st, chicago, il",41.692555,-87.598865,6,0
2007-08-15,culex pipiens,T084,"2000  e 111th st, chicago, il",41.692555,-87.598865,9,0
2007-08-15,culex pipiens/restuans,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,48,0
2007-08-15,culex pipiens/restuans,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,32,0
2007-08-15,culex pipiens,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,21,0
2007-08-15,culex pipiens,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,42,0
2007-08-15,culex pipiens/restuans,T160,"1100  s artesian ave, chicago, il",41.903002,-87.68826700000001,9,0
2007-08-15,culex pipiens,T160,"1100  s artesian ave, chicago, il",41.903002,-87.68826700000001,7,0
2007-08-15,culex pipiens/restuans,T005,"6000  w roscoe st, chicago, il",41.942114000000004,-87.776385,7,0
2007-08-15,culex pipiens,T005,"6000  w roscoe st, chicago, il",41.942114000000004,-87.776385,5,0
2007-08-15,culex pipiens/restuans,T017,"6000  w montrose dr, chicago, il",41.960615999999995,-87.777189,3,0
2007-08-15,culex pipiens,T017,"6000  w montrose dr, chicago, il",41.960615999999995,-87.777189,3,0
2007-08-15,culex pipiens/restuans,T044,"3300  e randolph st, chicago, il",41.883284,-87.705085,3,0
2007-08-15,culex pipiens/restuans,T095,"3300  w 104th st, chicago, il",41.704336,-87.70373599999999,4,0
2007-08-15,culex restuans,T095,"3300  w 104th st, chicago, il",41.704336,-87.70373599999999,2,0
2007-08-15,culex pipiens,T095,"3300  w 104th st, chicago, il",41.704336,-87.70373599999999,2,0
2007-08-15,culex pipiens/restuans,T004,"4900  w sunnyside ave, chicago, il",41.962728000000006,-87.748367,1,0
2007-08-15,culex pipiens/restuans,T035,"3000  s hoyne ave, chicago, il",41.836644,-87.677737,9,0
2007-08-15,culex restuans,T035,"3000  s hoyne ave, chicago, il",41.836644,-87.677737,1,1
2007-08-15,culex pipiens,T035,"3000  s hoyne ave, chicago, il",41.836644,-87.677737,4,0
2007-08-15,culex pipiens/restuans,T036,"4200  w 31st st, chicago, il",41.837084999999995,-87.729384,5,0
2007-08-15,culex restuans,T036,"4200  w 31st st, chicago, il",41.837084999999995,-87.729384,1,0
2007-08-15,culex pipiens,T036,"4200  w 31st st, chicago, il",41.837084999999995,-87.729384,4,0
2007-08-15,culex pipiens/restuans,T039,"1700  n pulaski rd, chicago, il",41.911823999999996,-87.726737,20,0
2007-08-15,culex restuans,T039,"1700  n pulaski rd, chicago, il",41.911823999999996,-87.726737,1,0
2007-08-15,culex pipiens,T039,"1700  n pulaski rd, chicago, il",41.911823999999996,-87.726737,3,0
2007-08-15,culex pipiens,T060,"2200  w pershing rd, chicago, il",41.823065,-87.67837800000001,1,0
2007-08-15,culex pipiens/restuans,T061,"2200  w 51st st, chicago, il",41.801179,-87.679447,16,0
2007-08-15,culex pipiens,T061,"2200  w 51st st, chicago, il",41.801179,-87.679447,35,1
2007-08-15,culex pipiens,T062,"3500  w 51st st, chicago, il",41.800737,-87.71188000000001,8,0
2007-08-15,culex pipiens/restuans,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,41,0
2007-08-15,culex pipiens/restuans,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,29,0
2007-08-15,culex restuans,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,5,0
2007-08-15,culex pipiens,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,47,0
2007-08-15,culex pipiens,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,33,0
2007-08-15,culex territans,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,1,0
2007-08-15,culex pipiens/restuans,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,4,0
2007-08-15,culex restuans,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,1,0
2007-08-15,culex pipiens,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,20,1
2007-08-15,culex pipiens/restuans,T067,"7300  s cicero ave, chicago, il",41.759346,-87.745602,19,0
2007-08-15,culex pipiens,T067,"7300  s cicero ave, chicago, il",41.759346,-87.745602,5,0
2007-08-15,culex pipiens/restuans,T069,"2200  w 69th st, chicago, il",41.768388,-87.678649,18,0
2007-08-15,culex pipiens,T069,"2200  w 69th st, chicago, il",41.768388,-87.678649,8,0
2007-08-15,culex pipiens/restuans,T070,"5200  s nordica, chicago, il",41.797616,-87.797894,11,0
2007-08-15,culex pipiens,T070,"5200  s nordica, chicago, il",41.797616,-87.797894,5,0
2007-08-15,culex pipiens/restuans,T071,"6100  s melvina ave, chicago, il",41.781416,-87.77653199999999,1,0
2007-08-15,culex pipiens/restuans,T073,"1000  e 67th st, chicago, il",41.773215,-87.60088,20,0
2007-08-15,culex pipiens,T073,"1000  e 67th st, chicago, il",41.773215,-87.60088,14,0
2007-08-15,culex pipiens/restuans,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,43,0
2007-08-15,culex pipiens/restuans,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,43,0
2007-08-15,culex restuans,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,3,0
2007-08-15,culex pipiens,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,39,1
2007-08-15,culex pipiens/restuans,T075,"4700  s cornell ave, chicago, il",41.799282,-87.585487,3,0
2007-08-15,culex restuans,T075,"4700  s cornell ave, chicago, il",41.799282,-87.585487,2,0
2007-08-15,culex pipiens,T075,"4700  s cornell ave, chicago, il",41.799282,-87.585487,3,0
2007-08-15,culex pipiens/restuans,T076,"5500  s dr martin luther king jr dr, chicago, il",41.794781,-87.615989,2,0
2007-08-15,culex pipiens/restuans,T077,"6400  s stony island ave, chicago, il",41.778748,-87.586427,1,0
2007-08-15,culex pipiens/restuans,T079,"7100  s south shore dr, chicago, il",41.766202,-87.562889,15,0
2007-08-15,culex pipiens,T079,"7100  s south shore dr, chicago, il",41.766202,-87.562889,6,0
2007-08-15,culex territans,T079,"7100  s south shore dr, chicago, il",41.766202,-87.562889,1,0
2007-08-15,culex pipiens/restuans,T080,"7700  s eberhart ave, chicago, il",41.754676,-87.612922,6,0
2007-08-15,culex pipiens,T080,"7700  s eberhart ave, chicago, il",41.754676,-87.612922,5,0
2007-08-15,culex pipiens/restuans,T081,"4000  s dearborn st, chicago, il",41.821582,-87.62779599999999,20,0
2007-08-15,culex pipiens,T081,"4000  s dearborn st, chicago, il",41.821582,-87.62779599999999,26,0
2007-08-15,culex pipiens/restuans,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,30,0
2007-08-15,culex pipiens/restuans,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,50,0
2007-08-15,culex pipiens/restuans,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,50,0
2007-08-15,culex restuans,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,2,0
2007-08-15,culex pipiens,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,36,1
2007-08-15,culex pipiens,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,43,0
2007-08-15,culex pipiens,T083,"7900  s chicago ave, chicago, il",41.754292,-87.590773,5,0
2007-08-15,culex pipiens/restuans,T114,"5200  s kolmar, chicago, il",41.798697,-87.736812,24,0
2007-08-15,culex pipiens/restuans,T114,"5200  s kolmar, chicago, il",41.798697,-87.736812,50,0
2007-08-15,culex restuans,T114,"5200  s kolmar, chicago, il",41.798697,-87.736812,1,0
2007-08-15,culex pipiens,T114,"5200  s kolmar, chicago, il",41.798697,-87.736812,23,1
2007-08-15,culex pipiens/restuans,T155,"6300  w 64th st, chicago, il",41.776156,-87.778927,20,1
2007-08-15,culex pipiens,T155,"6300  w 64th st, chicago, il",41.776156,-87.778927,26,1
2007-08-15,culex pipiens/restuans,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,18,0
2007-08-15,culex pipiens,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,13,0
2007-08-15,culex pipiens,T115,"1200  s doty ave, chicago, il",41.673408,-87.599862,50,0
2007-08-15,culex pipiens/restuans,T138,"1000  s stony island ave, chicago, il",41.726465000000005,-87.585413,7,0
2007-08-15,culex pipiens,T138,"1000  s stony island ave, chicago, il",41.726465000000005,-87.585413,3,0
2007-08-15,culex pipiens/restuans,T107,"8100  e 91st st, chicago, il",41.729669,-87.582699,4,0
2007-08-15,culex pipiens,T107,"8100  e 91st st, chicago, il",41.729669,-87.582699,9,0
2007-08-15,culex pipiens/restuans,T072,"8000  s kedzie ave, chicago, il",41.74785,-87.70271600000001,1,0
2007-08-15,culex pipiens/restuans,T097,"8200  e 138th st, chicago, il",41.644612,-87.60449799999999,10,0
2007-08-15,culex pipiens,T097,"8200  e 138th st, chicago, il",41.644612,-87.60449799999999,15,0
2007-08-15,culex pipiens/restuans,T099,"8900  s muskegon ave, chicago, il",41.733643,-87.55551,4,0
2007-08-15,culex pipiens,T099,"8900  s muskegon ave, chicago, il",41.733643,-87.55551,2,0
2007-08-15,culex pipiens/restuans,T100,"9800  s avenue g, chicago, il",41.717753,-87.531657,32,0
2007-08-15,culex pipiens,T100,"9800  s avenue g, chicago, il",41.717753,-87.531657,34,0
2007-08-15,culex pipiens/restuans,T102,"1000  s cottage grove, chicago, il",41.750498,-87.605294,15,0
2007-08-15,culex pipiens,T102,"1000  s cottage grove, chicago, il",41.750498,-87.605294,18,0
2007-08-15,culex pipiens/restuans,T103,"1100  s avenue l, chicago, il",41.702723999999996,-87.536497,50,0
2007-08-15,culex pipiens/restuans,T103,"1100  s avenue l, chicago, il",41.702723999999996,-87.536497,33,0
2007-08-15,culex pipiens/restuans,T103,"1100  s avenue l, chicago, il",41.702723999999996,-87.536497,50,0
2007-08-15,culex pipiens/restuans,T103,"1100  s avenue l, chicago, il",41.702723999999996,-87.536497,20,0
2007-08-15,culex pipiens/restuans,T103,"1100  s avenue l, chicago, il",41.702723999999996,-87.536497,50,0
